ID,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
830,The Ice Road,2021,5.6,"26,526","Action, Adventure, Drama",109,Film,PG013,0,None,Moderate,Moderate,Mild,Moderate
831,Harry Potter and the Prisoner of Azkaban,2004,7.9,"582,354","Adventure, Family, Fantasy",142,Film,PG,0,None,Moderate,Mild,Mild,Moderate
832,The Outsiders,1983,7.1,"80,102","Crime, Drama",91,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
833,The Last House on the Left,2009,6.5,"89,319","Horror, Thriller",110,Film,R,0,Severe,Severe,Severe,Moderate,Severe
834,The Lost Daughter,2021,6.6,371,Drama,121,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
835,Escape the Undertaker,2021,4.1,557,"Short, Mystery",31,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
836,Scott Pilgrim vs. the World,2010,7.5,"402,891","Action, Comedy, Fantasy",112,Film,PG013,0,Mild,Mild,Mild,Mild,None
837,The Mauritanian,2021,7.5,"38,934","Drama, Thriller",129,Film,R,0,Mild,Moderate,Moderate,Mild,Severe
838,American Pie,1999,7,"390,360",Comedy,95,Film,R,0,Severe,None,Moderate,Moderate,None
839,Halloween 5: The Revenge of Michael Myers,1989,5.1,"37,734","Horror, Thriller",96,Film,R,0,Moderate,Severe,Mild,Mild,Severe
840,12 Angry Men,1957,9,"732,301","Crime, Drama",96,Film,Approved,0,None,None,None,Mild,Mild
841,Doctor Strange in the Multiverse of Madness,2022,No Rate,No Votes,"Action, Adventure, Fantasy",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
842,Death Proof,2007,7,"279,711","Action, Thriller",127,Film,TV0MA,0,Mild,Severe,Severe,Moderate,Moderate
843,Atonement,2007,7.8,"263,578","Drama, Mystery, Romance",123,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
844,Longmire,2007,8.3,"31,706","Action, Crime, Drama",60,Series,TV014,63,Mild,Moderate,Mild,Moderate,Mild
845,The Avengers,2012,8,"1,311,358","Action, Adventure, Sci0Fi",143,Film,PG013,0,None,Moderate,Mild,Mild,Mild
846,Suedi,2021,6.4,"2,081","Comedy, Drama",89,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
847,NCIS: New Orleans,2021,6.8,"16,654","Action, Crime, Drama",42,Series,TV014,155,Mild,Moderate,Mild,Moderate,Moderate
848,Naruto,2021,8.3,"83,968","Animation, Action, Adventure",24,Series,TV0PG,220,Mild,Moderate,Mild,Mild,Moderate
849,Moonrise Kingdom,2012,7.8,"332,257","Comedy, Drama, Romance",94,Film,PG013,0,Mild,Mild,Mild,Mild,Mild
850,Clue,1985,7.3,"90,668","Comedy, Crime, Mystery",94,Film,PG,0,Mild,Mild,Mild,Mild,Mild
851,El hoyo,2019,7,"191,553","Horror, Sci0Fi, Thriller",94,Film,TV0MA,0,Moderate,Severe,Mild,Mild,Severe
852,In the Heights,2021,7.4,"35,374","Drama, Musical, Romance",143,Film,E,0,Mild,None,Mild,Mild,None
853,Kamisama no iu t̫ri,2014,6.4,"5,725","Adventure, Horror, Sci0Fi",117,Film,TV0MA,0,None,Severe,Mild,None,Moderate
854,Altered Carbon,2014,8,"152,255","Action, Drama, Sci0Fi",60,Series,TV0MA,18,Severe,Severe,Moderate,Moderate,Moderate
855,SAS: Red Notice,2021,5.1,"14,731","Action, Thriller",124,Film,R,0,None,Moderate,Moderate,None,Moderate
856,What Is Life Worth,2020,6.8,"9,296","Biography, Drama, History",118,Film,PG013,0,None,None,Mild,None,Mild
857,Scary Stories to Tell in the Dark,2019,6.2,"68,710","Adventure, Horror, Mystery",108,Film,PG013,0,None,Moderate,Mild,None,Severe
858,Enterprise,2019,7.5,"49,317","Action, Adventure, Drama",60,Series,TV0PG,97,Mild,Mild,Mild,None,Mild
859,Deadwood,2019,8.6,"99,699","Crime, Drama, History",55,Series,TV0MA,36,Severe,Severe,Severe,Severe,Moderate
860,No Sudden Move,2021,6.5,"23,345","Crime, Drama, Mystery",115,Film,R,0,None,Moderate,Moderate,Moderate,Moderate
861,The Neighborhood,2021,6.4,"5,931",Comedy,30,Series,TV0PG,67,Mild,Mild,Mild,Mild,None
862,Red Notice,2021,No Rate,No Votes,"Action, Comedy, Crime",None,Film,PG013,0,No Rate,No Rate,No Rate,No Rate,No Rate
863,Barry,2021,8.3,"54,418","Action, Comedy, Crime",30,Series,TV0MA,18,Mild,Severe,Severe,Mild,Moderate
864,The Irishman,2019,7.8,"353,241","Biography, Crime, Drama",209,Film,R,0,None,Severe,Severe,Moderate,Moderate
865,Step Brothers,2008,6.9,"279,245",Comedy,98,Film,R,0,Moderate,Mild,Severe,Mild,None
866,BAC Nord,2020,6.9,"5,294","Action, Crime, Thriller",105,Film,TV0MA,0,Mild,Moderate,No Rate,Moderate,No Rate
867,Charlie and the Chocolate Factory,2005,6.6,"448,686","Adventure, Comedy, Family",115,Film,PG,0,None,Mild,Mild,None,Moderate
868,Broadchurch,2005,8.4,"103,243","Crime, Drama, Mystery",48,Series,TV0MA,24,Mild,Moderate,Moderate,Mild,Moderate
869,Dunkirk,2017,7.8,"598,523","Action, Drama, History",106,Film,PG013,0,None,Moderate,Moderate,Mild,Severe
870,Firefly,2017,9,"252,106","Adventure, Drama, Sci0Fi",44,Series,TV014,14,Moderate,Moderate,Mild,Mild,Moderate
871,Aquaman,2018,6.9,"417,971","Action, Adventure, Fantasy",143,Film,PG013,0,None,Moderate,Mild,Mild,Mild
872,Cashback,2006,7.1,"85,011","Comedy, Drama, Romance",102,Film,R,0,Severe,Mild,Moderate,Mild,Mild
873,The Boss Baby: Family Business,2021,5.9,"11,863","Animation, Adventure, Comedy",107,Film,E,0,Mild,Mild,Mild,None,Mild
874,The Living Daylights,1987,6.7,"93,814","Action, Adventure, Thriller",130,Film,PG,0,Mild,Moderate,Mild,Mild,Mild
875,28 Days Later...,2002,7.6,"393,805","Drama, Horror, Sci0Fi",113,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
876,John Wick: Chapter 4,2022,No Rate,No Votes,"Action, Crime, Thriller",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
877,Invasion,2022,No Rate,No Votes,"Drama, Fantasy, Sci0Fi",None,Series,TV0MA,10,No Rate,No Rate,No Rate,No Rate,No Rate
878,The King of Queens,2022,7.3,"78,594",Comedy,22,Series,TV0PG,207,Mild,None,Mild,Mild,None
879,American Dad!,2022,7.3,"121,136","Animation, Comedy",22,Series,TV014,322,Moderate,Severe,Moderate,Moderate,Moderate
880,Night Hunter,2018,5.9,"18,222",Thriller,98,Film,R,0,None,Moderate,Severe,Mild,Moderate
881,Love and Monsters,2020,7,"109,343","Action, Adventure, Comedy",109,Film,PG013,0,Mild,Mild,Mild,Mild,Mild
882,The Bold Type,2020,7.9,"17,683","Comedy, Drama",45,Series,TV014,52,Moderate,None,Mild,Mild,None
883,Doctor Strange,2016,7.5,"647,690","Action, Adventure, Fantasy",115,Film,PG013,0,None,Moderate,Mild,None,Moderate
884,Wrong Turn,2021,5.5,"22,824","Horror, Thriller",109,Film,R,0,Mild,Severe,Severe,Mild,Severe
885,Soul,2020,8.1,"281,089","Animation, Adventure, Comedy",100,Film,PG,0,None,None,None,None,Mild
886,Avengers: Age of Ultron,2015,7.3,"794,220","Action, Adventure, Sci0Fi",141,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
887,Silicon Valley,2015,8.5,"135,665",Comedy,28,Series,TV0MA,53,Moderate,Mild,Severe,Moderate,None
888,There Will Be Blood,2007,8.2,"546,904",Drama,158,Film,R,0,None,Moderate,Mild,Mild,Moderate
889,Maleficent,2014,7,"358,078","Action, Adventure, Family",97,Film,PG,0,None,Moderate,None,None,Mild
890,Cars,2006,7.1,"388,952","Animation, Adventure, Comedy",117,Film,G,0,None,None,Mild,None,Mild
891,"Beverly Hills, 90210",2006,6.4,"32,848","Drama, Romance",44,Series,TV0PG,292,Mild,Mild,Mild,Moderate,Moderate
892,Designated Survivor,2006,7.5,"83,143","Action, Drama, Mystery",60,Series,TV014,53,Moderate,Mild,Moderate,Mild,Mild
893,Oz,2006,8.7,"93,783","Crime, Drama, Thriller",55,Series,TV0MA,56,Severe,Severe,Severe,Severe,Severe
894,Premonition,2007,5.9,"75,465","Drama, Fantasy, Mystery",96,Film,PG013,0,None,Mild,Mild,None,Mild
895,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,"75,796","Fantasy, Horror",96,Film,R,0,Moderate,Severe,Moderate,Moderate,Severe
896,The Witches,2020,5.3,"33,099","Adventure, Comedy, Family",106,Film,PG,0,None,Moderate,None,Mild,Moderate
897,SpongeBob SquarePants,2020,8.2,"89,772","Animation, Comedy, Family",23,Series,TV0Y,289,Mild,Mild,Mild,None,Moderate
898,iZombie,2020,7.8,"63,508","Comedy, Crime, Drama",42,Series,TV014,71,Mild,Moderate,Mild,Mild,Mild
899,The Great British Bake Off,2020,8.5,"8,422",Reality0TV,60,Series,TV0PG,153,None,None,Mild,None,None
900,Iron Man,2008,7.9,"986,931","Action, Adventure, Sci0Fi",126,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
901,The Village,2004,6.5,"251,685","Drama, Mystery, Thriller",108,Film,PG013,0,None,Moderate,None,None,Moderate
902,Hunter x Hunter,2004,9,"73,615","Animation, Action, Adventure",24,Series,TV014,148,Mild,Moderate,Mild,Mild,Severe
903,Fuimos canciones,2021,5.3,"1,015","Comedy, Music, Romance",110,Film,TV0MA,0,Moderate,No Rate,No Rate,No Rate,No Rate
904,Private Practice,2021,6.7,"24,189","Comedy, Drama, Romance",60,Series,TV014,112,Moderate,Moderate,Mild,Moderate,Mild
905,300,2006,7.6,"758,693","Action, Drama",117,Film,R,0,Moderate,Severe,Mild,None,Severe
906,Thor,2011,7,"786,140","Action, Adventure, Fantasy",115,Film,PG013,0,None,Mild,Mild,Mild,Mild
907,The Lobster,2015,7.2,"235,976","Comedy, Drama, Romance",119,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
908,Transformers,2007,7,"614,130","Action, Adventure, Sci0Fi",144,Film,PG013,0,Mild,Moderate,Moderate,Mild,Moderate
909,Batwoman,2007,3.4,"38,496","Action, Adventure, Crime",45,Series,TV014,43,Mild,Moderate,Mild,Mild,Moderate
910,The Chosen,2007,9.6,"21,759","Drama, History",54,Series,TV0PG,17,None,None,None,None,Mild
911,Ray Donovan,2007,8.3,"80,858","Crime, Drama",60,Series,TV0MA,82,Severe,Severe,Severe,Severe,Moderate
912,Sense8,2007,8.3,"146,144","Drama, Mystery, Sci0Fi",60,Series,TV0MA,24,Severe,Moderate,Moderate,Moderate,Moderate
913,The Boy in the Striped Pyjamas,2008,7.8,"202,382","Drama, History, War",94,Film,PG013,0,None,Moderate,None,Mild,Severe
914,Finch,2021,No Rate,No Votes,"Drama, Sci0Fi",115,Film,PG013,0,No Rate,No Rate,No Rate,No Rate,No Rate
915,Annette,2021,6.4,"9,794","Drama, Musical, Romance",141,Film,R,0,Severe,Moderate,Moderate,Moderate,Moderate
916,Training Day,2001,7.7,"410,765","Crime, Drama, Thriller",122,Film,R,0,Moderate,Severe,Severe,Severe,Severe
917,The VelociPastor,2018,5.1,"4,727","Action, Adventure, Comedy",75,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
918,Raiders of the Lost Ark,1981,8.4,"919,273","Action, Adventure",115,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
919,CSI: Miami,1981,6.4,"55,214","Action, Crime, Drama",43,Series,TV014,232,Moderate,Severe,Mild,Moderate,Moderate
920,Pearl Harbor,2001,6.2,"320,925","Action, Drama, History",183,Film,PG013,0,Mild,Severe,Moderate,Mild,Severe
921,Matilda,1996,6.9,"139,078","Comedy, Family, Fantasy",98,Film,PG,0,None,Mild,Mild,Mild,Moderate
922,The Amazing Spider0Man 2,2014,6.6,"437,313","Action, Adventure, Fantasy",142,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
923,Love Life,2014,7.5,"10,490","Comedy, Romance",35,Series,TV0MA,20,Moderate,None,Moderate,Mild,No Rate
924,Coco,2017,8.4,"435,130","Animation, Adventure, Comedy",105,Film,PG,0,None,Mild,None,Mild,Mild
925,Desperado,1995,7.2,"178,691","Action, Crime, Thriller",104,Film,R,0,Moderate,Severe,Severe,Mild,Moderate
926,Judas and the Black Messiah,2021,7.5,"62,197","Biography, Drama, History",126,Film,R,0,Mild,Moderate,Severe,Mild,Moderate
927,Grimm,2021,7.8,"113,143","Crime, Drama, Fantasy",45,Series,TV014,123,Mild,Severe,Mild,Mild,Moderate
928,Gomorra: La serie,2021,8.7,"33,068","Crime, Drama, Thriller",55,Series,TV0MA,58,Moderate,Severe,Severe,Severe,Severe
929,Alita: Battle Angel,2019,7.3,"247,942","Action, Adventure, Sci0Fi",122,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
930,The Godfather: Part II,1974,9,"1,187,439","Crime, Drama",202,Film,R,0,Mild,Severe,Moderate,Mild,Moderate
931,Pitch Perfect,2012,7.1,"290,316","Comedy, Music, Romance",112,Film,PG013,0,Mild,Mild,Mild,Mild,None
932,Prodigal Son,2012,7.7,"18,018","Crime, Drama, Mystery",44,Series,TV014,33,Mild,Severe,Mild,Mild,Severe
933,Captain America: The First Avenger,2011,6.9,"785,169","Action, Adventure, Sci0Fi",124,Film,PG013,0,Mild,Moderate,Mild,None,Mild
934,The Dreamers,2003,7.2,"116,531","Drama, Romance",115,Film,NC017,0,Severe,Mild,Moderate,Moderate,None
935,Babylon 5,2003,8.3,"29,541","Action, Adventure, Drama",45,Series,TV0PG,111,Mild,Moderate,Mild,Mild,Moderate
936,American Gods,2003,7.7,"81,447","Drama, Fantasy, Mystery",60,Series,TV0MA,26,Severe,Severe,Severe,Moderate,Moderate
937,Futurama,2003,8.4,"221,472","Animation, Comedy, Sci0Fi",22,Series,TV014,140,Mild,Moderate,Mild,Moderate,Mild
938,The Dry,2020,6.9,"16,638","Crime, Drama, Mystery",117,Film,R,0,None,Moderate,Moderate,Mild,Moderate
939,Eternal Sunshine of the Spotless Mind,2004,8.3,"951,057","Drama, Romance, Sci0Fi",108,Film,R,0,Mild,Mild,Moderate,Mild,Mild
940,Spider0Man 2,2004,7.3,"578,084","Action, Adventure, Sci0Fi",127,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
941,The Martian,2015,8,"797,773","Adventure, Drama, Sci0Fi",144,Film,PG013,0,Mild,Mild,Moderate,Mild,Mild
942,Wonder Woman,2017,7.4,"613,054","Action, Adventure, Fantasy",141,Film,PG013,0,Mild,Moderate,Mild,Mild,Mild
943,StartUp,2017,7.9,"25,438","Crime, Thriller",44,Series,Not Rated,30,Moderate,Moderate,Moderate,Moderate,Moderate
944,Scream 4,2011,6.2,"133,751","Horror, Mystery",111,Film,R,0,Mild,Severe,Severe,Moderate,Severe
945,Love Hard,2021,No Rate,No Votes,"Comedy, Romance",104,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
946,Jumanji,1995,7,"324,368","Adventure, Comedy, Family",104,Film,PG,0,None,Mild,Mild,Mild,Moderate
947,The Guest,2014,6.7,"96,530","Action, Mystery, Thriller",100,Film,R,0,Moderate,Severe,Severe,Moderate,Moderate
948,Ah0ga0ssi,2016,8.1,"128,983","Drama, Romance, Thriller",145,Film,Not Rated,0,Severe,Moderate,Severe,Mild,Moderate
949,The Last of the Mohicans,1992,7.7,"159,819","Action, Adventure, Drama",112,Film,R,0,Mild,Moderate,None,None,Moderate
950,The Medium,2021,6.6,"1,525",Horror,130,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
951,Avatar 2,2022,No Rate,No Votes,"Action, Adventure, Sci0Fi",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
952,Watchmen,2009,7.6,"527,291","Action, Drama, Mystery",162,Film,R,0,Severe,Severe,Severe,Mild,Severe
953,Snowpiercer,2013,7.1,"341,519","Action, Drama, Sci0Fi",126,Film,R,0,None,Severe,Moderate,Moderate,Severe
954,Aliens,1986,8.3,"680,473","Action, Adventure, Sci0Fi",137,Film,R,0,None,Moderate,Moderate,Mild,Severe
955,Mother!,2017,6.6,"206,014","Drama, Horror, Mystery",121,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
956,John Wick: Chapter 3 0 Parabellum,2019,7.4,"307,504","Action, Crime, Thriller",130,Film,R,0,None,Severe,Moderate,Mild,Severe
957,Miraculous: Tales of Ladybug & Cat Noir,2019,7.7,"9,027","Animation, Action, Adventure",20,Series,TV0Y7,111,None,Mild,None,None,Mild
958,Green Book,2018,8.2,"429,657","Biography, Comedy, Drama",130,Film,PG013,0,Mild,Mild,Moderate,Moderate,Mild
959,Tommy Boy,1995,7.1,"81,456","Adventure, Comedy",97,Film,PG013,0,Mild,Mild,Mild,Mild,None
960,Kill Bill: Vol. 1,2003,8.1,"1,049,398","Action, Crime, Drama",111,Film,R,0,Mild,Severe,Severe,Mild,Moderate
961,It Follows,2014,6.8,"223,147","Horror, Mystery, Thriller",100,Film,R,0,Severe,Moderate,Moderate,Mild,Severe
962,Angel,2014,7.9,"67,263","Action, Drama, Fantasy",44,Series,TV014,111,Mild,Moderate,Mild,Mild,Moderate
963,Gemini Man,2019,5.7,"103,621","Action, Drama, Sci0Fi",117,Film,PG013,0,None,Moderate,Moderate,Mild,Mild
964,Chuck,2019,8.2,"131,783","Action, Comedy, Drama",43,Series,TV014,91,Mild,Moderate,Mild,Mild,Mild
965,Vacation Friends,2021,6.3,"14,822","Adventure, Comedy",103,Film,R,0,Mild,Mild,Severe,Severe,None
966,Snatch,2000,8.3,"813,924","Comedy, Crime",104,Film,R,0,Mild,Moderate,Severe,Mild,Mild
967,Black Sails,2000,8.2,"98,066","Adventure, Drama",56,Series,TV0MA,38,Severe,Severe,Severe,Moderate,Severe
968,"Il buono, il brutto, il cattivo",1966,8.8,"720,032",Western,161,Film,R,0,None,Moderate,Mild,Mild,Moderate
969,The Notebook,2004,7.8,"542,082","Drama, Romance",123,Film,PG013,0,Moderate,Mild,Mild,Mild,Mild
970,Castlevania,2004,8.3,"55,247","Animation, Action, Adventure",23,Series,TV0MA,32,Moderate,Severe,Severe,Mild,Severe
971,The Hobbit: An Unexpected Journey,2012,7.8,"782,308","Adventure, Fantasy",169,Film,PG013,0,None,Moderate,None,Mild,Moderate
972,Split,2016,7.3,"457,276","Horror, Thriller",117,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
973,Ginny & Georgia,2016,7.5,"38,432","Comedy, Drama",None,Series,TV014,20,Moderate,Mild,Moderate,Moderate,Mild
974,Slasher,2016,6.7,"13,030","Crime, Drama, Horror",60,Series,Not Rated,32,Severe,Severe,Severe,Moderate,Severe
975,The Descent,2005,7.2,"211,927","Adventure, Horror, Thriller",99,Film,R,0,Mild,Severe,Moderate,Mild,Severe
976,The Usual Suspects,1995,8.5,"1,031,650","Crime, Mystery, Thriller",106,Film,R,0,Mild,Moderate,Severe,Moderate,Moderate
977,Edge of Tomorrow,2014,7.9,"633,486","Action, Adventure, Sci0Fi",113,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
978,Reign,2014,7.5,"45,988","Drama, Fantasy",42,Series,TV014,78,Moderate,Moderate,Mild,Mild,Moderate
979,Emily in Paris,2014,7,"59,234","Comedy, Drama, Romance",30,Series,TV0MA,20,Moderate,None,Mild,Mild,None
980,Nancy Drew,2014,6.4,"6,588","Drama, Fantasy, Horror",44,Series,TV014,40,Mild,Mild,Mild,Mild,Moderate
981,Nightmare Alley,2021,No Rate,No Votes,"Action, Crime, Drama",139,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
982,Uncharted,2022,No Rate,No Votes,"Action, Adventure",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
983,Godfather of Harlem,2022,8,"10,512","Crime, Drama",55,Series,TV0MA,20,Moderate,Severe,Severe,Severe,Moderate
984,Jolt,2021,5.6,"23,407","Action, Thriller",91,Film,R,0,Mild,Moderate,Moderate,Mild,Moderate
985,Layer Cake,2004,7.3,"173,698","Action, Crime, Drama",105,Film,R,0,Moderate,Severe,Severe,Severe,Moderate
986,Stardust,2007,7.6,"263,530","Adventure, Family, Fantasy",127,Film,PG013,0,Mild,Moderate,None,Mild,Moderate
987,Dark Shadows,2012,6.2,"255,634","Comedy, Fantasy, Horror",113,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
988,Tom & Jerry,2021,5.3,"29,886","Animation, Adventure, Comedy",101,Film,PG,0,None,Mild,None,Mild,Mild
989,Srpski film,2010,5,"61,013","Horror, Mystery, Thriller",104,Film,NC017,0,Severe,Severe,Severe,Severe,Severe
990,The Matrix Revolutions,2003,6.8,"470,439","Action, Sci0Fi",129,Film,R,0,Mild,Severe,Mild,Mild,Moderate
991,The Kominsky Method,2003,8.2,"35,638","Comedy, Drama",30,Series,TV0MA,22,Mild,None,Moderate,Mild,None
992,Cast Away,2000,7.8,"553,904","Adventure, Drama, Romance",143,Film,PG013,0,None,Moderate,Mild,None,Moderate
993,Power,2000,8.1,"42,385","Crime, Drama",50,Series,TV0MA,63,Severe,Severe,Severe,Severe,Moderate
994,Shetland,2000,8.2,"12,951","Crime, Drama, Mystery",60,Series,TV014,34,None,No Rate,Mild,No Rate,No Rate
995,One Flew Over the Cuckoo's Nest,1975,8.7,"956,596",Drama,133,Film,R,0,Mild,Moderate,Severe,Mild,Severe
996,A Nightmare on Elm Street,2010,5.2,"96,348","Crime, Drama, Horror",95,Film,R,0,Mild,Severe,Moderate,Moderate,Severe
997,Jujutsu Kaisen,2010,8.7,"31,393","Animation, Action, Adventure",24,Series,TV0MA,24,Mild,Severe,Mild,None,Severe
998,Transformers: Rise of the Beasts,2022,No Rate,No Votes,"Action, Adventure, Sci0Fi",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
999,Nanatsu no taizai,2022,8,"27,724","Animation, Action, Adventure",24,Series,TV014,100,Moderate,Moderate,Mild,Mild,Moderate
1000,Warrior,2022,8.4,"22,477","Action, Crime, Drama",60,Series,TV0MA,21,Severe,Severe,Severe,Moderate,Moderate
1001,Drive,2011,7.8,"597,089","Crime, Drama",100,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
1002,Batman Begins,2005,8.2,"1,364,161","Action, Adventure",140,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
1003,2001: A Space Odyssey,1968,8.3,"631,754","Adventure, Sci0Fi",149,Film,G,0,None,Mild,None,None,Moderate
1004,The Black Phone,2021,8.9,132,Horror,102,Film,R,0,No Rate,Moderate,No Rate,No Rate,No Rate
1005,Resident Alien,2021,8.2,"25,350","Comedy, Drama, Mystery",44,Series,TV014,11,Mild,Moderate,Moderate,Mild,Mild
1006,E.T. the Extra0Terrestrial,1982,7.8,"388,301","Family, Sci0Fi",115,Film,PG,0,None,Mild,Mild,Mild,Moderate
1007,Furia,1982,6.8,618,Thriller,None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate
1008,Hotel Transylvania,2012,7.1,"237,433","Animation, Adventure, Comedy",91,Film,PG,0,None,Mild,None,None,Mild
1009,The End of the F***ing World,2012,8.1,"164,023","Adventure, Comedy, Crime",25,Series,TV0MA,16,Moderate,Severe,Severe,Moderate,Moderate
1010,Sinister,2012,6.8,"234,119","Horror, Mystery, Thriller",110,Film,R,0,None,Severe,Mild,Mild,Severe
1011,The Nanny,2012,6.9,"40,680","Comedy, Family, Romance",22,Series,TV0PG,145,Mild,None,Mild,Mild,None
1012,The Lovely Bones,2009,6.7,"164,126","Drama, Fantasy, Thriller",135,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
1013,Oculus,2013,6.5,"122,621","Horror, Mystery",104,Film,R,0,Mild,Severe,Mild,None,Severe
1014,Into the Wild,2007,8.1,"595,966","Adventure, Biography, Drama",148,Film,R,0,Moderate,Mild,Mild,Mild,Moderate
1015,The Newsroom,2007,8.6,"109,313",Drama,55,Series,TV0MA,25,None,None,Moderate,Mild,Mild
1016,The Ring,2002,7.1,"333,806","Horror, Mystery",115,Film,PG013,0,Mild,Moderate,Moderate,Mild,Severe
1017,Brokeback Mountain,2005,7.7,"339,299","Drama, Romance",134,Film,R,0,Severe,Moderate,Moderate,Mild,Moderate
1018,The Cave,2005,5.1,"37,335","Action, Adventure, Horror",97,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
1019,The Big Lebowski,1998,8.1,"768,274","Comedy, Crime, Sport",117,Film,R,0,Moderate,Mild,Severe,Moderate,Mild
1020,Death on the Nile,2022,No Rate,No Votes,"Crime, Drama, Mystery",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
1021,Rome,2022,8.7,"161,647","Action, Drama, History",52,Series,TV0MA,22,Severe,Severe,Severe,Mild,Moderate
1022,Adult Material,2020,6.8,"1,448","Comedy, Drama, Romance",198,Series,TV0MA,4,Severe,Moderate,Severe,Moderate,Moderate
1023,Mulholland Dr.,2001,7.9,"338,554","Drama, Mystery, Thriller",147,Film,R,0,Severe,Moderate,Mild,Mild,Severe
